x,y,label
2024-01-29 11:19:37,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 11:24:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 11:29:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 11:34:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 11:54:42,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 11:59:42,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 12:04:42,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 12:40:17,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 12:45:17,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 12:55:32,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 13:00:32,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 13:10:35,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 13:25:40,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 13:30:40,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 13:50:48,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 14:10:59,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 14:16:00,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 14:46:17,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 14:56:19,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 15:01:19,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 15:11:25,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 15:21:27,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 15:26:27,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 15:31:27,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 16:32:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 17:28:32,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 17:33:33,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 17:43:47,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 17:48:47,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 17:58:48,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 18:24:06,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 19:25:15,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 20:30:58,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 20:56:14,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 21:01:14,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 22:07:23,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-29 22:27:28,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 00:09:03,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 01:05:18,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 01:10:18,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 01:50:49,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 02:00:53,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 02:05:54,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 02:10:54,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 02:15:55,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 05:40:29,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 05:45:30,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 06:26:18,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 06:31:18,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 06:36:19,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 06:41:19,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:16:49,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:21:49,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:26:49,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:31:50,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:36:50,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:41:50,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 07:56:52,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 08:22:21,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 08:27:22,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 08:42:29,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 08:47:29,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 08:52:29,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 09:17:50,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 09:32:53,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 09:48:09,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 10:43:38,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 10:53:40,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 10:58:40,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 11:28:58,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 11:33:58,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 12:04:12,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 12:09:12,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 13:50:10,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 14:25:28,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 14:45:38,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 17:59:09,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 18:04:09,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 18:09:10,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 18:14:10,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 18:19:10,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 20:42:40,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 21:12:49,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 21:17:49,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 21:48:08,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 21:53:08,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 22:03:10,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 22:13:11,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 22:18:11,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 22:23:12,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 23:09:26,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-30 23:49:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 00:04:41,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 00:09:41,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 00:29:53,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 00:55:12,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 01:25:17,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 01:30:17,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 02:05:47,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 02:10:47,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 02:40:59,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 02:46:00,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 02:56:03,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:01:03,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:06:03,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:11:03,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:16:04,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:21:04,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:26:04,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:31:04,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:36:04,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 03:41:04,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:01:13,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:06:13,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:11:13,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:16:13,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:21:14,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:26:14,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:31:14,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:36:15,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:41:15,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 04:56:22,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 05:01:22,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 05:06:22,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 05:11:23,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 05:36:29,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 05:41:29,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 06:17:06,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 07:12:54,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 07:22:55,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 07:27:56,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 07:32:56,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 07:37:56,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 07:42:56,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 08:23:35,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 11:11:25,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 13:08:26,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 13:59:15,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 14:04:15,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 14:09:15,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 15:05:25,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 15:30:44,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 16:06:07,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 17:37:33,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 18:23:04,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 20:04:36,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 20:09:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 20:14:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 20:19:37,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 20:24:37,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 21:00:04,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 21:05:04,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 21:10:04,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 22:06:37,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 22:11:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-01-31 22:16:37,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 00:18:44,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 00:23:44,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 00:28:45,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 00:33:45,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 00:54:08,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 01:19:21,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 01:24:21,49.9,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
2024-02-01 01:34:22,50.0,EM #16 - L3 (C) values - L3 frequency - (s-c8f09e8955c4/3-6)
